binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,informative_2,multicollinearity 3,uniform corr 1,duplicate_1,target,outliers 1,uniform corr 2,multicollinearity 2,correlated w target 1,multicollinearity 4,random choice 2,pd qcut1,outliers 2,random label num 12,corr_feature_class,correlated w target 2,pd qcut3,random choice 7,multicollinearity 1,class,scaling_combined,random choice 4_North,random choice 4_South,random choice 4_West,random label num 3_label num lo 2,random label num 3_label num lo 3,semi_constant_1_q_const_0_1,semi_constant_1_q_const_0_2,semi_constant_2_q_const_0_1,semi_constant_2_q_const_0_2,pd qcut2_Q2,pd qcut2_Q3,pd qcut2_Q4
0,0.001,0.515,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.6640066001907508,1.4351925780831798,0.8237943506199364,0.5210909070320509,1.4902846231827178,0.6236597362353293,0.7235597786359395,0.3384421465415043,-2.4291823620739206,1.6439949180944566,0,1,2.456647371511256,0.059,5.3308324295458265,4.373431579979683,0.285,0.411,1.544291607870043,1.0,21347.6776700322,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.004,0.002,0.001,0.001,0.001,0.157,0.292,0.391,0.29,1.0453063757400651,-1.2472295787974834,0.89250143965046,1.298410809303382,2.077177886048961,0.7594425538647448,0.24709873947290206,-0.020376371481064914,5.55565674903728,-1.47053283761569,0,1,4.470728271122531,0.371,2.7442952591181706,1.4993011312805415,0.285,0.411,-3.2682398597792996,1.0,37678.993448262954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.515,0.001,0.001,0.001,0.001,0.001,0.014,0.001,-0.21730425574735168,-1.6667810932280733,0.2911245806579394,-0.6860766332166293,-0.04039569818845051,-0.17911061948501203,0.001138435800148231,-0.19334002741482054,4.49413556139722,-2.4686141490747677,0,0,4.7337266158132,0.049,3.03907593341091,0.49175802506882715,0.176,0.092,0.12729782563731779,0.0,61452.22867508368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.005,0.515,0.001,0.001,0.001,0.001,0.001,0.012,0.001,2.7119608896597107,-0.06095380308423047,0.861343661695823,2.9251395877620867,5.165736554096395,-2.470680889792501,0.7764866154582034,-0.34505012081244263,3.864284578156381,0.4191200520142926,1,0,2.158358405493294,0.054,5.521968663960777,-8.93416247115247,0.182,0.097,-1.2801980032781237,1.0,21347.6776700322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.515,0.102,0.001,0.001,0.001,0.001,0.391,0.001,1.646367141258015,2.523847718355154,0.5740710690548736,1.882030027039841,3.1919319238247565,-1.3186818835340475,0.7463527019525982,0.5605363489821842,3.9711506405300856,2.4083045219458117,0,0,4.728582681538426,0.054,1.974737262935955,5.308246999806681,0.182,0.411,-0.22527389250610588,1.0,21347.6776700322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.003,0.515,0.001,0.001,0.001,0.001,0.001,0.391,0.001,1.0474848470309324,-0.5984907609532253,0.3607469841750752,1.0198391116840506,2.16415341226954,-0.5318109292929059,0.44302594533826806,-0.5670895137924336,2.86467067804073,-0.41789156061335103,0,1,3.073423120089739,0.045,1.7811870419402664,-0.2727137642194013,0.285,0.411,-0.9739633392449348,1.0,42111.27296790264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.011,0.515,0.001,0.001,0.001,0.001,0.001,0.391,0.29,-0.8983006964065531,-1.8392110221690252,0.2868015492988216,-0.3714869425311782,-1.5917313144198164,1.5080680327434144,0.07995615614612323,1.1324472999604633,-1.882984661906285,-1.1779820985023308,0,0,-5.090834890739975,0.054,1.991918533509164,-2.6796123404710244,0.172,0.411,1.2341770075545153,0.0,39294.084742315456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.016,0.003,0.001,0.001,0.001,0.001,0.001,0.391,0.001,1.5115778404585067,-1.2005597996943191,0.8990708618675425,-2.409975872086312,4.171443967670781,-1.1353635556858204,0.4044191514517044,1.230218182062558,1.934836078084003,-1.0058334409902696,0,1,-5.090834890739975,0.371,1.9660296417355954,0.5703055662302878,0.182,0.101,0.5240407619139194,1.0,21347.6776700322,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.011,0.515,0.001,0.001,0.201,0.001,0.001,0.391,0.001,0.4724066441252236,0.4002049522917147,0.886414608369936,0.5508509886724762,1.0711718257205494,1.5497535837082006,0.9572255428834744,-0.1896600957963164,-0.3487531163875195,0.8818970426495566,1,1,2.413989139772728,0.054,1.624654413735388,-8.93416247115247,0.285,0.101,-1.248913421406021,0.0,47301.142213630235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.012,0.001,0.001,0.001,0.001,0.001,0.01,0.001,1.8961937668539977,0.48653814941505696,0.9164028152883102,-1.287894198500732,4.663571335859559,-0.638156505247858,0.9296880012747486,0.6310898432860194,-1.5732429208377434,-3.027409840138269,1,1,5.828393653948471,0.371,2.8719861543740537,2.73910361760672,0.182,0.411,-1.1198089069938326,1.0,50201.636565875495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.016,0.515,0.001,0.001,0.001,0.001,0.001,0.391,0.001,-0.41349414144382024,-0.2107580609612119,0.00036058557742846167,-2.044462049230024,-0.05917940201608718,1.3746018884790476,0.30644356524188054,-0.3712474326122814,0.5654186323009018,0.5397220886443039,1,0,3.2368476812050195,0.371,2.88310172256315,3.1771585072021553,0.176,0.101,-0.45583436467404126,1.0,60903.458166857934,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.005,0.003,0.001,0.001,0.001,0.001,0.001,0.391,0.001,-1.3398820467032777,-0.012999556255300498,0.3829760680941459,-0.8852896287436569,-2.385582206089156,-0.7604086559528656,0.001138435800148231,0.9631147592468434,-2.9648922807817097,0.12712187564435587,0,0,3.504045286194096,0.371,3.9693476490625246,-8.93416247115247,0.172,0.092,0.38501674253418505,0.0,41466.195661199235,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.018,0.001,0.001,0.001,0.001,0.001,0.001,0.013,0.001,0.9747731471654596,1.460748787135546,0.2892689280982702,1.0241831340573713,2.0071546527859363,-0.5772579783178232,0.552799603668773,-0.4171813680094494,0.1843139320037912,1.8374377570251486,1,0,4.2458654396999576,0.371,7.653051803241694,-8.93416247115247,0.285,0.098,-1.033432940845403,1.0,33783.435338674135,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.391,0.001,-0.5603828863589755,-1.3775286968585159,0.49835806626750295,2.772118783740503,-1.796914443713002,-0.9350621988956492,0.3580068433450174,-0.3158538611384382,-0.37667385168354756,-1.040468200896729,0,0,3.052211823059655,0.054,-6.63807495327597,1.4130939821645332,0.172,0.1,-0.3292022681223253,0.0,63122.95185346325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.017,0.002,0.001,0.001,0.001,0.001,0.001,0.016,0.001,2.9689279268649393,-0.317800931545238,0.9938464154775247,2.894620275821785,5.725060088355324,0.0010554952606414156,0.9301981153043978,0.1945968568208206,3.8225490978667267,-3.027409840138269,1,0,7.8181626323013935,0.058,2.416874910151972,-8.93416247115247,0.182,0.092,0.5251846642937618,1.0,61664.98532194393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.016,0.515,0.001,0.001,0.001,0.001,0.001,0.007,0.29,-2.6249741737657706,-0.8354232905530512,0.4235176847808306,-1.5337204517022132,-4.94606867736609,0.23705275731454556,0.0032639114826804906,-1.337867126594566,-1.667505568266491,-1.6102891320112105,1,0,-1.4011268808273152,0.054,-2.777820580027589,-8.93416247115247,0.092,0.411,-0.2995106965417014,0.0,52520.74797390664,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.001,0.001,0.001,0.201,0.001,0.001,0.009,0.001,-0.06760796056650875,0.7160827401459857,0.6955880931914299,0.02098191690910778,0.07126907475273472,1.2085379224460153,0.5116346323779862,2.7098317205532476,-3.701284563578225,0.47272105499969536,0,0,-5.090834890739975,0.371,2.0554825063532447,-8.93416247115247,0.176,0.092,1.784519288946076,1.0,21347.6776700322,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.391,0.29,-1.2217076521647443,0.9315021178803132,0.08283879921848358,1.8443231378056928,-2.939031799307607,-0.06943416396394908,0.038091332272717056,-0.24804511330494927,3.420220568713163,-3.027409840138269,0,0,2.1286284190194387,0.066,3.318157684040361,-8.93416247115247,0.093,0.101,-0.624232934209231,0.0,50121.35384977693,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.008,0.515,0.102,0.001,0.001,0.001,0.001,0.015,0.001,0.961774366183153,0.0735750960107587,0.9699432917889835,1.0483525417087796,1.9721758144260035,0.5988511786124137,0.5026333830883666,-0.1689355967462771,3.968344072644822,0.3594590416392133,1,1,2.7747257184156187,0.066,3.4034589189435422,1.7117863093036119,0.285,0.411,-0.16563374042333212,1.0,55451.73620129489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.016,0.006,0.002,0.001,0.001,0.001,0.292,0.391,0.001,-0.8989091039422038,0.3065030247052058,0.20517191550247282,2.4004610305674445,-2.4120682514447593,0.22684745095645628,0.3740212760860326,0.43794225820424987,-1.5442777666100767,0.9796686358841509,1,0,-5.090834890739975,0.054,3.2212207373647512,-8.93416247115247,0.172,0.411,1.1804278914354418,0.0,36329.760472074835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.016,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.001,-0.9198365268034259,-0.5315090385418932,0.6249386726760114,-0.9062701513138482,-1.479837561849778,1.6193604126000878,0.05901540900709213,-1.0505872864677397,1.5337000185661416,-0.6554435140445604,1,0,4.0655461095328596,0.049,2.4714090884709883,-0.33815460824268084,0.172,0.092,-0.9625604180537972,0.0,47424.89511951326,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.011,0.515,0.001,0.001,0.001,0.001,0.002,0.391,0.001,-0.812080630970504,-0.5437130691623143,0.5838841987012698,0.6856439278887565,-1.719440301667864,0.22198658828741297,0.12186803072781194,0.4617852490964255,-3.654451213161794,-0.08258784036104097,1,0,1.1962945106197997,0.371,2.6553050765968305,-1.71917812027149,0.172,0.098,-0.3256993322514451,0.0,59324.29924783319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.515,0.001,0.001,0.001,0.157,0.292,0.391,0.29,0.08777843129015706,-0.5748496197293105,0.7540916142270767,-0.042585889530903476,0.42281822091030685,-0.024874080659853564,0.5653843332741972,0.2517250506330525,-1.2188216925967437,-0.19494144349664944,0,1,5.835205038222787,0.066,2.577766313931532,-2.487841395961512,0.176,0.411,0.4655985040010062,1.0,47829.25192287543,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.005,0.515,0.001,0.001,0.001,0.001,0.002,0.009,0.29,2.995192146813761,0.449173224486579,0.9954030600386904,-1.5108282778358584,7.08299431672875,-0.6518859326982587,0.696648751892141,0.694683251268537,-1.4147122967001642,0.47126686202626505,0,0,0.6495642288615078,0.371,3.1024038697285903,6.811529906419745,0.182,0.098,1.4678034885587867,1.0,39531.498015156336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.004,0.004,0.001,0.001,0.001,0.001,0.001,0.007,0.29,-0.2932547227154315,-0.5438009335471008,0.00036058557742846167,-0.899755982803224,-0.13991053620578175,0.3167024566900473,0.4034912113890051,0.42818885273074236,-0.5606457958263023,-1.0645091478707445,0,0,-5.090834890739975,0.059,0.915755603023815,-8.93416247115247,0.176,0.092,-3.2682398597792996,0.0,28477.549022775063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.01,0.004,0.001,0.001,0.001,0.157,0.292,0.391,0.29,-2.760416315820616,-0.1763744343518349,0.21388120292715662,-1.561028039293678,-5.22805519092952,-0.0577407963365136,0.001138435800148231,-1.6129820015298943,-8.325620310012923,-0.7773637557723692,1,0,-5.090834890739975,0.371,4.759288102498912,-2.3466054884132497,0.092,0.101,-0.04993051802921674,0.0,37522.90139381771,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.003,0.515,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.656203460639147,-1.0132602862260616,0.2919473096625743,0.8097918273664589,1.388270723536752,0.3444658857351492,0.5953086868950707,-1.2956191101191528,-8.325620310012923,-1.1629605666725387,0,1,2.591417564896443,0.045,-0.49532491552903934,-8.93416247115247,0.285,0.411,-0.3387957339025793,1.0,46921.6979519933,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.017,0.515,0.001,0.001,0.001,0.001,0.292,0.391,0.29,-1.2469570718594878,0.4164240077581948,0.00036058557742846167,1.9191488524234055,-3.0152134439179354,-1.298374278311796,0.045182725273327284,1.2817114494286244,-0.010189373935395096,-0.0364410067152247,0,0,0.701609566166316,0.058,-1.9902859610707866,-0.6307746751950587,0.093,0.097,2.265409211581505,0.0,56718.70019157344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.001,-0.7309448849904976,1.800497954032495,0.00036058557742846167,0.13029209697270694,-1.3815935095268763,-0.5023612135857052,0.3043806030326571,0.49257716423605014,1.0133611619346967,1.9917982718711096,0,0,2.2235971903962763,0.371,-0.010308351204265431,-0.8010483646577427,0.172,0.411,-0.3726476532015457,0.0,55182.22558236412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.01,0.002,0.102,0.001,0.001,0.001,0.001,0.391,0.001,0.5587087380473019,-1.2340428020728855,0.6756144432708635,0.14496917450032587,1.3759183149321608,-0.7181076136918275,0.8138538193464309,-0.8629120789228522,-8.325620310012923,-1.5399903320361248,0,0,2.0670002907360203,0.065,4.976781832338195,0.9563010771757022,0.285,0.097,0.4858983818111224,1.0,47467.934864902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.002,0.515,0.102,0.001,0.001,0.001,0.292,0.011,0.001,0.11493125818958094,0.18652752219565333,0.5659285560002919,-0.42624557298219345,0.5943279948739858,0.47813437321135976,0.8874156540741042,-0.6321839630135008,-1.4516520861521165,0.09921563250312823,1,1,-5.090834890739975,0.049,5.2203743409712144,-8.93416247115247,0.176,0.101,-1.9181655099799626,1.0,34823.86712454648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.003,0.515,0.001,0.001,0.001,0.001,0.001,0.016,0.001,-0.4450183091822124,0.8389667983773932,0.07090263141630303,2.329717580598092,-1.4191389312861908,0.2220646452919506,0.20297249755204666,-1.1057359789264403,-2.054523546693753,0.9651321155050272,0,0,1.5226844191604894,0.371,-5.0121904455172865,-8.93416247115247,0.285,0.098,-1.1937991094325289,0.0,41361.89761921287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.391,0.001,1.512194632326083,0.37389897247633164,0.9557190107918363,-2.1948657473081274,4.109205757904186,0.14740670796525496,0.48492337588908097,-2.001731520707799,-2.282396215714758,-3.027409840138269,1,1,0.3730734390581487,0.059,0.07206813042721438,1.842957307195335,0.182,0.092,0.13725215581154215,1.0,21347.6776700322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.011,0.515,0.001,0.001,0.001,0.001,0.002,0.015,0.001,2.123718114410471,0.06307359663143708,0.7191450006511321,-1.6827267296424382,5.267486574858544,-0.901288205817941,0.4688554569033876,-1.183725369613941,1.8812180348110976,-3.027409840138269,1,0,-0.33995707977088596,0.045,1.5154599912098226,6.276153901003957,0.182,0.1,0.611102634641958,1.0,57620.615739545465,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.001,0.515,0.001,0.001,0.001,0.001,0.292,0.015,0.001,-1.0880569766875943,0.327401254365166,0.08021228077619758,-0.1443286617608046,-2.0652215127177107,0.36564482679014254,0.5540636999437427,-0.1642959519522008,-3.819537231516775,-0.003599060349940756,0,0,6.714852874879975,0.051,1.8530246229266762,-0.3600314187255309,0.172,0.411,-0.8965469571822974,0.0,38622.49361659854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.005,0.008,0.102,0.001,0.001,0.001,0.292,0.391,0.001,0.5716866557157456,-0.00726266151340162,0.5825722402698433,0.906801029755135,1.1786108264025483,-0.7746040086854724,0.7827200640974925,2.1979031100491233,4.919161391602168,-0.4954377150876356,0,1,2.621172140772919,0.058,1.5063131084114445,1.6083010744088528,0.285,0.098,1.2365322119300846,1.0,57379.86248152654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.001,0.515,0.001,0.001,0.001,0.001,0.001,0.016,0.001,0.5445669500931893,0.058280846206824395,0.7276076981534096,0.7668533812999103,1.161883476541389,0.30752207600052683,0.7837296757736434,1.1569294724646806,1.6857301429861902,0.45633011029630693,0,0,1.6120551396532798,0.371,-0.5721727264331586,5.0503193639614485,0.285,0.411,0.7111586688678642,1.0,50459.185700022856,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.011,0.003,0.001,0.001,0.001,0.001,0.001,0.013,0.001,-1.041849105036455,-0.9928645803670731,0.5008846255658675,1.0576760656314912,-2.321424547727068,-0.1551334071770591,0.389016827025258,-1.3694624319242998,1.2888734631162722,-1.4768174146591362,0,0,-5.090834890739975,0.371,1.547241804747829,-8.93416247115247,0.172,0.092,-1.545273700936743,0.0,54423.915529102596,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.018,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.29,-1.460128564790036,-1.2375754503610323,0.24625771848406336,-1.1339476976604566,-2.5696236909455057,-0.330513874050157,0.09311821384232627,1.6139195812411824,-2.997246570756653,-1.1880914422786766,1,0,1.7850140516020763,0.066,0.8884819386092258,-0.16833067633439192,0.093,0.098,1.432095663682808,0.0,21347.6776700322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.001,0.001,0.001,0.201,0.001,0.001,0.009,0.001,-0.5389624776428736,0.6442675763355536,0.413706044529135,-0.8093376111763627,-0.6928203514668745,0.6234447435460605,0.001138435800148231,-1.941352739505064,4.677407160748485,0.10507307756384388,0,0,-5.090834890739975,0.058,-0.5907876271391297,-8.93416247115247,0.176,0.092,-2.1852178153179604,0.0,21347.6776700322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.005,0.515,0.001,0.001,0.001,0.001,0.001,0.009,0.001,-1.2472171113368977,0.8238596512738423,0.2888230182235111,1.8932669458344986,-3.0081229416101323,-1.2267744219615673,0.37871738020135526,0.9265694502528669,-4.71236285259638,0.36412425262550197,0,0,2.930920558724943,0.066,-3.897800181802906,2.3608033689044303,0.093,0.411,1.6546906579809781,0.0,60988.0649194293,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002,0.004,0.001,0.001,0.001,0.157,0.001,0.01,0.29,-0.5200528759294801,-0.6981017052721902,0.46828305640888607,0.5697455537949618,-1.0598055849269172,0.9647597755189801,0.4199864836320053,-1.510312733309865,-0.5543794083849997,-0.26039868547749445,0,0,3.4080345945508923,0.371,3.116473390964477,-8.93416247115247,0.176,0.097,-1.338339186508529,0.0,53816.664547983026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.002,0.515,0.001,0.001,0.001,0.157,0.292,0.391,0.29,1.180678340493937,0.013207885793811497,0.35111171401429075,-1.2362469774398837,3.11600406435852,0.6226497732459981,0.6398672670997652,0.517772514502108,-0.5382010841622091,-0.36798012026051224,0,1,-5.090834890739975,0.058,4.258546374905089,-8.93416247115247,0.182,0.1,1.8867905942453584,1.0,21347.6776700322,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.011,0.001,0.001,0.001,0.001,0.001,0.001,0.391,0.001,-1.8636074668229266,1.3501109417129926,0.0933658527356605,-1.3529848014549868,-3.3689716389187483,0.6065907277039179,0.001138435800148231,1.302780441839956,-0.05713175171540086,0.7755549815256426,0,0,1.7957829648071508,0.066,3.2333374214146113,-8.93416247115247,0.092,0.101,1.013780095101921,0.0,40217.77314872033,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.002,0.515,0.001,0.001,0.001,0.001,0.001,0.016,0.001,-2.1494709706326964,1.0272598440724234,0.09785697045908992,-1.248891718662567,-4.011917210243119,0.20140909006710986,0.04434654717572273,-0.5356238417733729,-8.325620310012923,1.121146124165555,1,0,5.455100341260728,0.371,2.622546567072315,0.34217631624656164,0.092,0.101,0.4142876808187363,0.0,62402.50457015325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
